I,Ip,theta,theta_p,theta_pp,u_a
0.095337036,123.6760438,5.53E-06,0.123417966,983.311057,1
0.095698015,123.6918181,1.72E-06,0.060340933,1044.801799,1
0.119611711,90.85154296,2.23E-06,0.095910813,1287.25565,1
0.036535511,203.7992496,4.15E-06,0.114049558,316.1448172,1
0.040025235,199.0474547,3.74E-06,0.114192912,356.1145982,1
0.113362624,99.52806528,4.95E-06,0.074831183,1234.611257,1
0.097261202,121.3929732,2.29E-06,0.081588197,1043.448537,1
0.076794124,148.8412585,6.01E-06,0.133078847,761.4535259,1
0.059575693,172.6222387,2.59E-06,0.090653372,602.1667112,1
0.046823927,190.0159232,2.61E-06,0.086373842,459.5278121,1
0.043507169,194.7746688,6.30E-06,0.056082229,448.9530767,1
0.142457722,59.81617078,6.34E-06,0.087773241,1557.174881,1
0.073225284,154.2476251,4.97E-06,0.064922922,782.4042419,1
0.097396056,121.2635427,5.82E-06,0.074853739,1051.120371,1
0.044251824,193.7753748,4.27E-06,0.054288539,459.1404706,1
0.072512248,154.7199403,2.94E-06,0.126902161,717.8660474,1
0.130482967,76.18783143,4.74E-06,0.079049034,1427.505152,1
0.045276118,191.6803839,9.15E-06,0.141419593,391.7004917,1
0.142718991,59.52279643,9.20E-06,0.080025543,1567.22046,1
0.152992055,45.40812774,9.77E-06,0.096157106,1670.602243,1
0.128397935,78.87903092,5.15E-06,0.097356179,1386.903383,1
0.150029141,49.52975073,5.89E-06,0.08519537,1646.520887,1
0.050168962,185.8232832,4.93E-06,0.041473129,538.7841351,1
0.104647595,111.3984756,5.60E-06,0.074030297,1135.195731,1
0.05893705,173.4142763,3.16E-06,0.10027464,586.0815155,1
0.118959824,91.27016943,6.86E-06,0.154214473,1226.761544,1
0.115705311,95.53670832,6.28E-06,0.174598864,1170.832967,1
0.096019733,122.4249028,1.02E-05,0.163435536,954.7762577,1
0.060128919,172.1762061,9.99E-06,0.052461764,643.2434329,1
0.159231344,37.09618759,5.17E-06,0.073553514,1762.84607,1
0.135259796,69.43291475,9.40E-06,0.110403124,1453.891538,1
0.112135997,100.6505208,3.67E-06,0.142907312,1158.628806,1
0.14906979,50.20858599,3.95E-06,0.163192457,1564.590623,1
0.07789993,147.9413504,1.13E-05,0.057780581,842.6132149,1
0.169055584,22.79267978,9.82E-06,0.189158002,1770.64053,1
0.074824446,151.4849489,1.19E-05,0.137764716,734.5602558,1
0.171094084,21.09402896,6.03E-06,0.055288568,1915.764227,1
0.068784214,159.5192769,5.31E-06,0.16119291,643.854143,1
0.070231365,158.0187697,1.23E-05,0.102798431,713.569115,1
0.126936194,80.80258155,1.34E-05,0.105608156,1362.604848,1
0.078921045,146.5275578,5.39E-06,0.060731303,851.6642733,1
0.054019735,180.165913,1.18E-05,0.093113266,536.0874416,1
0.084607696,138.5224275,4.17E-06,0.093534377,887.1880912,1
0.100097966,117.0783128,6.89E-06,0.137914944,1024.839407,1
0.050405831,184.6863688,6.22E-06,0.142765102,449.4223599,1
0.134987303,68.95885951,1.01E-05,0.215494083,1355.223111,1
0.094448727,124.8575263,1.10E-05,0.126874434,969.9613408,1
0.162780773,32.21148591,1.29E-05,0.08011789,1797.664618,1
0.158052681,37.89358296,1.56E-05,0.173935857,1658.045488,1
0.083545846,138.8949787,1.07E-05,0.226976438,753.6755095,1
0.057415702,175.680968,1.20E-05,0.075942805,590.7196932,1
0.163121142,31.41118113,4.63E-06,0.122023769,1763.479509,1
0.110811277,102.6053638,1.34E-05,0.124069253,1160.53208,1
0.167496608,24.63949722,1.16E-05,0.223415321,1721.583456,1
0.148618295,50.13386173,1.64E-05,0.248925429,1481.463476,1
0.176633259,12.00867416,8.36E-06,0.247404288,1804.763731,1
0.059652807,171.1968589,1.45E-05,0.254867911,453.7668835,1
0.081704693,142.4829532,1.38E-05,0.09246472,854.8023655,1
0.199256864,-18.69214353,4.74E-06,0.235313412,2075.721221,1
0.09965724,117.2730628,9.36E-06,0.188310992,973.9604785,1
0.095047887,123.4539166,5.27E-06,0.19999723,910.3709643,1
0.175205386,14.51056451,1.67E-05,0.177995825,1851.454773,1
0.063428645,167.3831853,1.62E-05,0.089899783,647.1257128,1
0.077263841,147.1556834,1.32E-05,0.263184041,648.5735527,1
0.158461729,37.11416475,1.20E-05,0.201616548,1637.58155,1
0.183729605,3.370638401,1.99E-05,0.12025326,2001.899046,1
0.126372488,81.25242195,5.63E-06,0.14510037,1320.225343,1
0.163613119,29.7321078,1.49E-05,0.247551532,1655.016632,1
0.062889504,167.5148395,2.29E-05,0.164804849,572.8349856,1
0.190294254,-5.160247247,9.86E-06,0.069794758,2123.20419,1
0.082447525,140.0116109,2.34E-05,0.274054168,698.2568594,1
0.1389878,63.760623,1.88E-05,0.18468422,1429.20143,1
0.089214936,131.0548117,6.03E-06,0.242236758,804.9454863,1
0.214722163,-39.81231974,1.04E-05,0.243634329,2245.867101,1
0.18151084,6.578880799,1.38E-05,0.096898826,1997.634723,1
0.067558263,160.051923,1.37E-05,0.302507412,501.2991225,1
0.203478694,-24.01940243,1.46E-05,0.183077172,2171.721382,1
0.190626027,-7.403836122,1.98E-05,0.29265291,1924.418246,1
0.227117182,-55.48265347,1.57E-05,0.093984254,2524.342665,1
0.208729155,-31.60255763,1.27E-05,0.237249047,2182.806798,1
0.227877967,-56.79259141,2.01E-05,0.128093631,2502.076252,1
0.117921585,91.51317081,1.78E-05,0.2997708,1082.507308,1
0.193025434,-10.90823868,2.57E-05,0.322256511,1925.077251,1
0.070423744,157.6538356,1.14E-05,0.115613708,704.1294748,1
0.175601149,14.63639499,2.43E-05,0.095342348,1931.141982,1
0.059825709,171.8688609,7.85E-06,0.142020013,558.3426835,1
0.086185166,135.5805717,7.71E-06,0.192332796,815.4979077,1
0.217204203,-42.03814671,1.86E-05,0.100235129,2404.750907,1
0.109858392,102.2624211,2.12E-05,0.328047029,964.1482279,1
0.096947441,121.0693906,9.21E-06,0.174952057,954.9669077,1
0.149707239,49.5065451,2.34E-05,0.142580594,1590.653557,1
0.141364503,59.62962512,1.66E-05,0.296059581,1355.261578,1
0.211365559,-34.88290716,2.38E-05,0.198863428,2247.99749,1
0.096193065,122.6598715,2.45E-05,0.104867347,1010.011811,1
0.057267295,175.7371692,2.04E-05,0.09407902,572.5268991,1
0.227776451,-58.30672004,3.34E-05,0.333588429,2314.096289,1
0.114446724,97.71923511,1.37E-05,0.116247906,1209.416984,1
0.091415618,128.1553989,3.52E-05,0.230244432,841.1354401,1
0.094341187,123.7976186,9.12E-06,0.276899022,832.3396186,1
0.058447851,171.9271729,1.17E-05,0.368044511,337.0330256,1
0.176054019,13.81023227,3.51E-05,0.121417184,1912.641475,1
0.214211922,-39.70259023,2.21E-05,0.316373276,2173.877656,1
0.246208416,-81.71801656,2.26E-05,0.124581556,2715.90257,1
0.185734859,-1.490926316,1.59E-05,0.385374813,1783.921642,1
0.104930158,109.4971965,1.46E-05,0.262647923,966.9720628,1
0.19309725,-11.28278136,2.57E-05,0.356678587,1894.609684,1
0.231187154,-61.10912138,2.38E-05,0.104669958,2561.396068,1
0.068690184,159.7528044,2.49E-05,0.148069411,654.7041066,1
0.152861702,44.18094205,9.44E-06,0.270847811,1510.294641,1
0.116493985,92.76213063,1.30E-05,0.386139463,987.5859151,1
0.077822637,147.3610941,1.41E-05,0.143031346,764.2243534,1
0.182350414,3.623771507,1.69E-05,0.322274194,1802.395487,1
0.158561642,35.90429413,2.38E-05,0.335169,1517.31832,1
0.102567707,112.5428675,2.78E-05,0.283838505,920.5611955,1
0.217351932,-44.02222383,1.24E-05,0.321978037,2204.86398,1
0.234366728,-66.80606087,2.49E-05,0.27486788,2443.206874,1
0.161407446,31.46169713,3.49E-05,0.405876318,1485.739823,1
0.204628013,-25.30438108,2.17E-05,0.148302197,2216.541712,1
0.116959581,91.75413405,4.06E-05,0.432673838,950.6320628,1
0.253893008,-92.37645783,4.43E-05,0.149110291,2781.906666,1
0.133877766,69.59779376,2.36E-05,0.323880495,1243.940422,1
0.245456878,-80.84686865,3.70E-05,0.14347778,2690.088322,1
0.104357801,109.3720458,3.77E-05,0.37511468,858.1526596,1
0.122091863,86.95441786,3.13E-05,0.160685831,1256.868467,1
0.179490806,7.52129208,2.85E-05,0.321693287,1770.064096,1
0.18740034,-3.117489444,4.20E-05,0.305693513,1875.497076,1
0.069969687,155.5869991,4.40E-05,0.449533803,395.3482187,1
0.274818734,-123.1384463,2.01E-05,0.432084467,2765.113023,1
0.256843378,-98.18079122,4.74E-05,0.371469592,2613.664274,1
0.090271486,129.8377183,4.22E-05,0.214725277,842.0966379,1
0.077769641,146.7052972,2.01E-05,0.23356338,681.3135282,1
0.275396639,-121.5921284,4.80E-05,0.141931877,3035.52876,1
0.11933636,89.07330946,2.11E-05,0.363682499,1040.662812,1
0.124197197,83.05085382,1.76E-05,0.289719578,1163.75727,1
0.207262423,-30.59647454,3.61E-05,0.360448808,2053.952925,1
0.222239378,-50.24836846,5.24E-05,0.268842256,2309.330439,1
0.245140307,-81.81032944,2.20E-05,0.316897228,2528.796593,1
0.262905821,-105.0558811,3.89E-05,0.200109748,2839.108941,1
0.272281734,-120.2159242,4.97E-05,0.498142493,2675.907846,1
0.228593062,-60.64102778,1.88E-05,0.485644225,2185.247344,1
0.084101957,138.296669,4.27E-05,0.207234766,778.0127053,1
0.187374922,-4.260047276,2.76E-05,0.452093414,1742.114185,1
0.19960008,-19.81658067,1.69E-05,0.317048572,2005.360398,1
0.200719633,-20.18896907,3.10E-05,0.173816832,2148.435754,1
0.264971794,-108.902549,4.44E-05,0.328731563,2745.919926,1
0.23323539,-66.51553647,5.93E-05,0.430276086,2288.92658,1
0.10499808,108.6192698,2.46E-05,0.360333641,878.947352,1
0.080684092,143.1367906,4.72E-05,0.183940494,759.9149375,1
0.236734365,-72.17101837,4.52E-05,0.541242011,2228.254879,1
0.19591437,-15.92023957,5.41E-05,0.4564766,1836.255491,1
0.280728143,-130.1762981,4.90E-05,0.306876173,2946.843231,1
0.140253827,60.75762087,4.02E-05,0.343815679,1299.084267,1
0.264986347,-109.2802906,1.93E-05,0.373246362,2705.61915,1
0.140310092,60.28238383,3.77E-05,0.393393599,1254.659971,1
0.216288318,-41.13838724,3.36E-05,0.143397514,2354.988021,1
0.098774429,117.3876432,4.49E-05,0.323524197,840.8950827,1
0.296723698,-153.462025,5.34E-05,0.494745968,2959.855979,1
0.210688245,-34.26796367,2.49E-05,0.237056604,2205.493461,1
0.255208807,-97.53483778,5.40E-05,0.567873323,2416.33272,1
0.112708248,96.38156,2.12E-05,0.576941226,770.6282068,1
0.094272885,124.1331053,3.70E-05,0.24673924,858.9727536,1
0.136485979,66.71753407,6.18E-05,0.24050968,1349.702808,1
0.170551542,19.26815846,2.70E-05,0.374221144,1619.591223,1
0.231453307,-62.65829746,2.36E-05,0.252275905,2430.267173,1
0.257332565,-100.220373,4.43E-05,0.542305118,2463.980461,1
0.084905879,134.3656367,2.32E-05,0.560018803,466.537736,1
0.245160482,-80.88166924,6.03E-05,0.197986789,2637.128819,1
0.179218933,8.846213732,1.80E-05,0.202945872,1874.892217,1
0.263893787,-109.2789786,5.57E-05,0.558057805,2525.054236,1
0.284946293,-135.6533544,3.16E-05,0.273892848,3025.298453,1
0.209136373,-34.16094076,2.98E-05,0.486484184,1960.908703,1
0.302213359,-161.0173783,3.76E-05,0.504962875,3013.649074,1
0.079974818,144.0412372,2.66E-05,0.191539931,744.8561525,1
0.145192883,53.15051078,4.84E-05,0.453688815,1255.953847,1
0.134072804,66.97221127,4.29E-05,0.617395831,979.3494652,1
0.13906134,63.72676638,2.33E-05,0.176444344,1437.537262,1
0.205488953,-29.85238333,1.98E-05,0.568163617,1844.742494,1
0.098825641,117.4990537,7.59E-05,0.300998111,861.9618091,1
0.224854763,-56.57696726,4.56E-05,0.613117082,2026.406474,1
0.23603036,-70.20250626,8.48E-05,0.415614593,2334.371967,1
0.178832554,7.46140539,5.34E-05,0.440585891,1654.415989,1
0.10354276,110.358748,6.10E-05,0.390390981,834.8995491,1
0.314213984,-175.5754511,7.37E-05,0.283756626,3352.643754,1
0.235807203,-69.58525108,3.95E-05,0.376629714,2367.248487,1
0.210083133,-34.02531608,5.16E-05,0.309326909,2132.839902,1
0.243314336,-80.01441652,5.14E-05,0.402688628,2429.822342,1
0.204928636,-27.95826124,6.22E-05,0.427460912,1966.215495,1
0.241562805,-76.84004867,6.15E-05,0.304442511,2499.010316,1
0.272701244,-119.5931787,3.84E-05,0.349668952,2815.704334,1
0.090436103,126.5205921,3.41E-05,0.599396263,494.2873444,1
0.107510882,104.9170132,6.58E-05,0.395345596,875.9926811,1
0.304074038,-161.6751043,6.03E-05,0.271742295,3247.048678,1
0.212078649,-38.10277267,9.16E-05,0.478579875,2001.903863,1
0.10262495,110.0041492,9.56E-05,0.589880049,642.9993841,1
0.246039013,-83.27146891,8.92E-05,0.346460607,2512.247738,1
0.122276095,83.51855981,9.16E-05,0.556802236,898.8796431,1
0.309026488,-168.1898823,6.45E-05,0.243497661,3329.633771,1
0.144608247,55.35388746,9.32E-05,0.278642456,1408.368895,1
0.208307014,-33.36510339,9.09E-05,0.527921872,1913.707987,1
0.300043043,-159.8256415,4.25E-05,0.72419282,2789.410217,1
0.162043058,29.79592406,3.83E-05,0.505432223,1402.538209,1
0.101650513,110.7759756,9.97E-05,0.658866199,569.0875311,1
0.279637442,-131.6107186,8.08E-05,0.669930748,2604.260467,1
0.315018463,-180.3293292,1.04E-04,0.738781229,2948.22922,1
0.319694147,-182.6549148,7.30E-05,0.236396447,3458.670522,1
0.15419659,42.79805825,1.03E-04,0.216831537,1574.739414,1
0.296794789,-153.5646979,4.15E-05,0.49547922,2960.006281,1
0.297821294,-153.901361,8.98E-05,0.363557806,3091.730316,1
0.279773777,-131.6544501,8.02E-05,0.65228733,2621.86656,1
0.320790349,-184.0294154,6.02E-05,0.221747889,3484.583753,1
0.137064289,65.4365844,4.53E-05,0.301907578,1300.531845,1
0.170875271,16.97631652,8.33E-05,0.604442219,1414.019283,1
0.310690544,-174.3850965,3.44E-05,0.732247446,2904.437299,1
0.249388635,-91.25151115,2.79E-05,0.771811445,2164.055364,1
0.142906909,54.75812754,5.78E-05,0.640778318,1059.604557,1
0.174344609,14.8679908,8.67E-05,0.279276583,1749.490245,1
0.198408323,-17.91626306,8.75E-05,0.282480577,2023.091477,1
0.1992763,-22.85773834,1.21E-04,0.750085718,1607.969736,1
0.31342949,-177.096844,1.01E-04,0.605785645,3050.875551,1
0.183135603,-0.93104976,7.39E-05,0.755808511,1417.29592,1
0.24998297,-88.91885676,8.63E-05,0.381082918,2526.09256,1
0.231008993,-65.00874285,1.07E-04,0.619817922,2091.0325,1
0.297731021,-156.7824167,5.52E-05,0.737149932,2751.063788,1
0.151785949,42.37126141,5.36E-05,0.678041593,1127.757095,1
0.201404035,-24.44770108,5.88E-05,0.587591069,1780.141759,1
0.110505133,99.43168701,1.01E-04,0.570601596,751.0757098,1
0.092414991,126.418392,9.86E-05,0.277073369,810.0473772,1
0.161776104,29.64462543,9.67E-05,0.569445126,1341.277116,1
0.309263381,-172.9595692,9.40E-05,0.796582915,2829.551106,1
0.220097237,-50.32260996,1.33E-04,0.64074805,1946.619116,1
0.09342568,121.8708128,1.27E-04,0.6715291,463.0649909,1
0.350825022,-228.5781332,8.41E-05,0.677158026,3415.700234,1
0.137568703,60.88605684,5.21E-05,0.782444204,869.4765443,1
0.271933205,-119.837298,3.53E-05,0.510061219,2661.06772,1
0.145020455,51.03334053,1.37E-04,0.746187909,988.0642191,1
0.232444474,-68.78394106,4.82E-05,0.846296031,1901.638287,1
0.352466106,-227.6539637,1.35E-04,0.284380081,3791.628634,1
0.122054819,84.22730494,1.39E-04,0.506120539,942.41125,1
0.104532328,108.6729606,1.29E-04,0.432509887,807.9806667,1
0.105606657,104.3001758,5.32E-05,0.79445229,491.2871443,1
0.172657196,17.11553167,8.32E-05,0.285441848,1724.495553,1
0.323943889,-193.1243856,4.20E-05,0.818956641,2977.903741,1
0.119536831,88.44160773,1.09E-04,0.408304984,1002.400505,1
0.141436182,59.06539255,1.29E-04,0.354096059,1303.324798,1
0.361239518,-242.3494132,7.65E-05,0.626638368,3581.299218,1
0.357659826,-234.6740349,9.44E-05,0.278129413,3856.991622,1
0.25408561,-98.76532094,1.08E-04,0.911066444,2091.43242,1
0.159640844,35.20808933,8.98E-05,0.239040982,1617.108439,1
0.242941974,-82.4850694,4.26E-05,0.772998821,2088.897935,1
0.088725291,126.3076522,4.19E-05,0.915525962,187.2379229,1
0.095474566,118.4398416,7.86E-05,0.751344778,414.0488499,1
0.299993283,-161.242241,1.14E-04,0.908795594,2621.017735,1
0.209974326,-36.0466121,1.38E-04,0.579131088,1886.313082,1
0.107232867,102.4357041,1.28E-04,0.751007798,549.46876,1
0.19864914,-23.64348567,1.46E-04,0.953987317,1415.398012,1
0.120054098,84.3929231,1.19E-04,0.824252843,630.2099558,1
0.146003638,49.26883478,9.96E-05,0.799177755,951.1892971,1
0.337448756,-209.7186227,6.98E-05,0.596308268,3335.494556,1
0.135745305,66.42157131,4.70E-05,0.402716475,1193.731078,1
0.102961799,107.9736154,6.55E-05,0.785381861,469.1411629,1
0.288207534,-142.6070643,1.46E-04,0.586565063,2778.525605,1
0.219869418,-47.20307907,1.39E-04,0.291351722,2261.634293,1
0.105509965,103.8655312,6.76E-05,0.864878136,426.1525663,1
0.197448816,-21.41490108,8.67E-05,0.880044226,1468.826186,1
0.312156298,-176.571347,6.04E-05,0.755987375,2899.698389,1
0.144494809,52.2727737,4.35E-05,0.68103703,1041.252144,1
0.225129798,-58.78011328,1.45E-04,0.840551429,1822.808381,1
0.27253517,-119.2376989,1.20E-04,0.333575884,2828.426057,1
0.104992163,103.7904514,8.27E-05,0.961881418,332.0177497,1
0.219975766,-50.97738909,7.66E-05,0.742746483,1852.497459,1
0.261127904,-105.5282246,1.33E-04,0.559861826,2491.631715,1
0.215003358,-40.55437965,1.40E-04,0.288314843,2208.479634,1
0.178605409,7.667827255,1.02E-04,0.453370287,1640.183711,1
0.321126864,-185.3153102,1.72E-04,0.324697675,3394.859897,1
0.169740608,17.2064897,4.37E-05,0.767919049,1252.365671,1
0.152289512,40.85715094,1.63E-04,0.78109195,1039.861352,1
0.105284338,105.9466096,9.69E-05,0.644260003,624.121844,1
0.147714504,49.97333457,7.93E-05,0.421905068,1313.823872,1
0.193650544,-14.5549828,1.40E-04,0.669957891,1616.168174,1
0.24719482,-90.58656334,1.54E-04,1.060535025,1876.370454,1
0.126441604,75.08399877,1.83E-04,0.900547499,634.2494374,1
0.37622291,-263.950208,1.53E-04,0.776321187,3617.396722,1
0.155078741,36.99901556,1.30E-04,0.788690076,1065.004733,1
0.362930988,-242.4661658,4.99E-05,0.354786181,3847.874103,1
0.18781003,-3.853894642,1.02E-04,0.32791603,1860.002497,1
0.32917429,-199.6324241,1.27E-04,0.742815654,3107.224884,1
0.226820781,-58.17010556,1.03E-04,0.478396807,2171.470781,1
0.319781707,-187.8041258,1.92E-04,0.861964701,2890.978245,1
0.124289038,78.93563923,8.38E-05,0.785967845,713.6778148,1
0.279344823,-134.7426803,1.16E-04,1.108985093,2201.757703,1
0.15694286,37.15597752,1.96E-04,0.453566607,1391.082864,1
0.328677565,-197.7879864,1.72E-04,0.597525706,3233.598835,1
0.268237578,-116.349081,1.25E-04,0.701925564,2444.179471,1
0.264352791,-113.9716829,9.94E-05,1.063964645,2070.413301,1
0.296600971,-156.2451917,1.64E-04,0.861658505,2624.888879,1
0.23444684,-72.71484385,1.41E-04,0.996162709,1788.404864,1
0.108423624,102.844456,1.17E-04,0.498572769,792.6380344,1
