I,Ip,theta,theta_p,theta_pp,u_a
0.037087626,203.7812463,9.96E-07,0.02281346,405.4310246,1
0.033540176,208.6258629,9.58E-07,0.02089934,366.4077094,1
0.037943795,202.5907247,1.09E-06,0.025922386,412.4428959,1
0.036596357,204.4482516,9.50E-07,0.023033572,399.5858006,1
0.034778516,206.9110733,9.80E-07,0.024506967,377.3577075,1
0.030298776,213.0279197,9.18E-07,0.022209552,327.9699838,1
0.038129763,202.3214409,1.22E-06,0.027927359,412.757133,1
0.033272464,208.9512759,9.52E-07,0.025753348,358.9187186,1
0.034843768,206.8190255,1.24E-06,0.024907315,377.7435572,1
0.039137715,200.9871006,1.04E-06,0.023225329,428.6139874,1
0.040146737,199.5994514,1.36E-06,0.02497193,438.62075,1
0.033981035,207.9555918,1.23E-06,0.029619922,363.5457768,1
0.033044787,209.2254137,1.27E-06,0.030206121,352.2545339,1
0.036917022,203.94684,1.18E-06,0.031102923,395.9347568,1
0.037891902,202.6310763,1.20E-06,0.029689675,408.4217892,1
0.034969238,206.5866324,1.54E-06,0.032566773,372.2221808,1
0.040322939,199.2991907,1.60E-06,0.032482756,433.8174523,1
0.042157201,196.8397573,1.33E-06,0.027807931,459.1446228,1
0.039734924,200.1265409,1.29E-06,0.029140882,430.0986868,1
0.036897489,203.9797119,1.61E-06,0.030321677,396.4205331,1
0.039324997,200.6917492,1.36E-06,0.028249662,426.1984601,1
0.036459858,204.5262668,1.82E-06,0.036440897,385.828823,1
0.035138639,206.358821,1.81E-06,0.032218788,374.4851021,1
0.040211626,199.4254624,1.49E-06,0.035624566,429.6821646,1
0.045507481,192.2043168,1.91E-06,0.037088896,489.2051541,1
0.044619504,193.4172197,1.86E-06,0.03658163,479.462639,1
0.036523669,204.4296936,1.68E-06,0.037647883,385.4648166,1
0.036411157,204.6190683,1.64E-06,0.033144693,388.2657541,1
0.042184054,196.7784986,1.91E-06,0.030880151,456.6602633,1
0.04295119,195.6651827,2.15E-06,0.03946092,457.6746562,1
0.036290353,204.7813626,2.24E-06,0.03341309,386.6336167,1
0.038313371,202.0208896,1.84E-06,0.03422058,409.1458422,1
0.042326418,196.5145268,2.30E-06,0.039606751,450.362884,1
0.04501118,192.8831469,2.36E-06,0.036690435,483.8644402,1
0.048105231,188.6829691,2.42E-06,0.035219793,520.7548424,1
0.040185007,199.4302386,2.17E-06,0.039537242,425.8193106,1
0.042422598,196.3471882,2.40E-06,0.044134515,447.3519317,1
0.040702758,198.746952,2.09E-06,0.036858281,434.2041672,1
0.043922586,194.3396093,2.67E-06,0.039857674,468.4761896,1
0.045461136,192.2138414,2.65E-06,0.043750898,482.6162317,1
0.049296725,186.9557207,2.16E-06,0.048308243,522.5475982,1
0.039418424,200.4144403,2.47E-06,0.046920316,410.2986924,1
0.051588096,183.8891285,2.61E-06,0.041753541,554.8363559,1
0.048676593,187.8070473,2.50E-06,0.047421942,516.2274449,1
0.040824699,198.5173642,2.33E-06,0.044766362,428.4162172,1
0.05189971,183.384224,3.00E-06,0.051789576,549.2934186,1
0.042889929,195.6632448,2.43E-06,0.050073602,447.3228231,1
0.041783555,197.2139922,3.10E-06,0.044524989,439.653773,1
0.052925681,181.9991954,3.13E-06,0.050340849,562.3997764,1
0.04619691,191.1491321,2.88E-06,0.0515963,483.9387636,1
0.042920799,195.6216935,3.29E-06,0.050014841,447.7309647,1
0.047706825,189.1303828,2.78E-06,0.047027972,505.4420823,1
0.054692383,179.6032749,2.94E-06,0.049205136,583.7332559,1
0.041716654,197.2313974,3.62E-06,0.053687007,430.5559084,1
0.055125718,179.0208313,3.53E-06,0.048276684,589.5567161,1
0.049261768,187.0002801,3.10E-06,0.048684826,521.8035645,1
0.048111994,188.5392131,3.09E-06,0.051953377,505.6202014,1
0.055634369,178.2351529,3.65E-06,0.059872555,584.8598862,1
0.049690776,186.4291034,3.64E-06,0.047087718,528.1851736,1
0.053313506,181.428379,3.67E-06,0.055671343,562.0103359,1
0.048075422,188.5280469,4.09E-06,0.059533761,498.3087055,1
0.056321796,177.3587295,3.85E-06,0.052486853,599.4733163,1
0.05377591,180.8571678,4.15E-06,0.04842443,573.9118843,1
0.053488868,181.186941,4.06E-06,0.056008733,563.7186945,1
0.04715028,189.8131897,4.37E-06,0.05633433,490.5865567,1
0.05306277,181.6921257,3.90E-06,0.065320392,550.3572967,1
0.053556752,181.1053451,4.30E-06,0.054663706,565.7214851,1
0.049788184,186.2551546,3.70E-06,0.052229617,524.630031,1
0.055843396,177.898345,4.17E-06,0.066371302,581.3538439,1
0.047152124,189.8316525,4.29E-06,0.053726103,492.9788526,1
0.046011301,191.3035162,3.88E-06,0.063820233,470.6932872,1
0.055881397,177.8297439,4.06E-06,0.068469393,579.8831495,1
0.059651884,172.7912116,4.92E-06,0.056739177,633.8733081,1
0.060150467,172.0209078,4.85E-06,0.068127593,629.2493776,1
0.049195776,186.8913646,5.35E-06,0.073403043,498.5741494,1
0.053553892,181.0335561,4.59E-06,0.064075999,557.1319978,1
0.049024014,187.1562574,5.35E-06,0.069539016,500.1132027,1
0.049652097,186.289668,4.80E-06,0.070977317,506.0229043,1
0.058611806,174.0720469,4.96E-06,0.073534668,606.6532321,1
0.058968137,173.6022465,5.52E-06,0.071634132,612.4755626,1
0.063244587,167.8278649,5.51E-06,0.065757873,666.9579183,1
0.051267233,184.0550833,5.15E-06,0.07543756,520.5275113,1
0.048509074,187.8855205,4.88E-06,0.066024066,497.3914773,1
0.063598824,167.3624211,5.29E-06,0.063670149,672.9263506,1
0.064139912,166.6178726,5.64E-06,0.064659265,678.2447456,1
0.058404658,174.422611,4.91E-06,0.06500691,612.0254251,1
0.061600389,170.0495716,5.43E-06,0.067819734,646.1901632,1
0.063896167,166.9316512,5.14E-06,0.066902407,673.4046793,1
0.051077567,184.382723,6.29E-06,0.066801057,526.199449,1
0.065559646,164.6263621,5.93E-06,0.071971252,687.9115197,1
0.051850565,183.1947163,6.35E-06,0.083678474,519.7387944,1
0.062044619,169.4113196,6.89E-06,0.071987462,647.5059253,1
0.056579187,176.8654638,6.72E-06,0.07025551,586.277654,1
0.061370137,170.2854962,6.18E-06,0.077461026,634.7795479,1
0.063119698,167.9229603,7.09E-06,0.075075395,657.0523507,1
0.067068025,162.4778798,5.90E-06,0.083797509,694.4930193,1
0.067423977,162.0990197,6.01E-06,0.070651085,710.5345336,1
0.062114505,169.2566844,7.22E-06,0.079386986,641.5821422,1
0.058151534,174.679725,6.69E-06,0.075885227,599.227422,1
0.055276015,178.4984075,7.22E-06,0.08780318,555.3505863,1
0.052938823,181.7610923,7.60E-06,0.077727999,537.6533835,1
0.055459158,178.3016279,7.67E-06,0.081269265,563.3949884,1
0.057607148,175.3696565,8.10E-06,0.082247085,587.1884244,1
0.066489956,163.3375377,6.66E-06,0.074753615,696.0722041,1
0.058064342,174.7354102,6.66E-06,0.083721695,591.1014493,1
0.054799727,179.084895,7.44E-06,0.095500762,542.8798053,1
0.059259408,173.1511122,8.38E-06,0.078427142,609.6470654,1
0.065310267,164.783464,7.58E-06,0.094653779,664.4254473,1
0.06279696,168.2155312,8.11E-06,0.093329941,636.7487583,1
0.059053319,173.2787383,8.76E-06,0.097446188,589.9888812,1
0.069999375,158.3986042,8.66E-06,0.094836341,718.141601,1
0.065431389,164.5741501,7.74E-06,0.100179127,660.7942057,1
0.065585478,164.5249696,9.04E-06,0.080207646,680.7207243,1
0.058533575,173.9275208,8.68E-06,0.104753745,577.3733088,1
0.070298721,158.0814156,8.66E-06,0.083603745,731.7928093,1
0.059655636,172.4018462,8.28E-06,0.104528218,590.4718373,1
0.068959153,159.786584,7.81E-06,0.098330975,703.0115577,1
0.059105793,173.1783402,8.70E-06,0.101048503,587.3170133,1
0.060714888,171.0341974,8.51E-06,0.095283286,611.0480928,1
0.071368427,156.6047717,9.28E-06,0.086144367,741.775047,1
0.06915399,159.621373,1.04E-05,0.085891079,716.5594118,1
0.058407045,174.0904239,8.95E-06,0.105915854,574.8629093,1
0.06050591,171.2170148,8.94E-06,0.107927625,597.1518893,1
0.073399555,153.7070648,9.07E-06,0.102646042,750.113033,1
0.06543357,164.5005994,1.01E-05,0.108957045,652.8393502,1
0.074396457,152.4279944,9.14E-06,0.092941119,770.3909921,1
0.07226607,155.2723402,1.04E-05,0.099880674,739.6022257,1
0.063393014,167.2950986,8.93E-06,0.106887286,631.2730995,1
0.067156143,162.0941268,8.96E-06,0.11660499,665.6805954,1
0.07794234,147.4024283,1.10E-05,0.117624652,788.6968392,1
0.077095991,148.5738068,1.04E-05,0.115233825,781.1449979,1
0.072284455,155.2886573,9.51E-06,0.094738755,744.4879551,1
0.076374014,149.7043177,9.71E-06,0.096868959,789.5441567,1
0.071343358,156.3879705,9.66E-06,0.117351603,713.1167656,1
0.067799395,161.3190955,1.16E-05,0.104088335,684.4509256,1
0.077980047,147.4769799,1.04E-05,0.101968868,803.3626628,1
0.074783026,151.8627914,1.04E-05,0.09778602,770.428577,1
0.068094303,160.7264671,1.21E-05,0.127862732,666.2265995,1
0.069307184,159.1621698,1.04E-05,0.117064416,689.9803594,1
0.066338157,163.2845155,1.10E-05,0.107047918,664.969442,1
0.071248021,156.4882508,1.11E-05,0.121020873,708.6855616,1
0.077531789,148.0104472,1.33E-05,0.111514854,789.533603,1
0.069868195,158.4054642,1.28E-05,0.116192456,697.2195738,1
0.067321826,161.7615212,1.27E-05,0.129919385,655.4804501,1
0.077464967,147.9013704,1.17E-05,0.136393635,766.1486841,1
0.067852033,161.0636622,1.13E-05,0.126943953,664.2779538,1
0.072426193,154.7478201,1.23E-05,0.138004242,706.7843979,1
0.073091365,153.8416587,1.38E-05,0.138084841,714.3545523,1
0.063959238,166.2799795,1.41E-05,0.13727075,610.1582014,1
0.080047189,144.3702639,1.44E-05,0.138367079,794.0267225,1
0.082942664,140.5055984,1.21E-05,0.128789386,836.0053541,1
0.079275975,145.4047884,1.55E-05,0.140275749,783.4296167,1
0.077128507,148.4941057,1.56E-05,0.119640969,777.5121393,1
0.075764889,150.2686053,1.39E-05,0.129817285,752.591736,1
0.076988774,148.572564,1.51E-05,0.133540574,763.2704826,1
0.072559245,154.6213542,1.58E-05,0.131206213,714.4933143,1
0.082493709,141.1742618,1.33E-05,0.121639567,837.346281,1
0.082889283,140.4753076,1.29E-05,0.141594129,823.7512852,1
0.071284341,156.2661719,1.43E-05,0.14249118,689.5844426,1
0.068543138,159.9417229,1.41E-05,0.149469639,651.7414778,1
0.074473044,152.0705863,1.30E-05,0.124424302,742.6499823,1
0.071532556,155.9580056,1.68E-05,0.138793075,695.7985794,1
0.071604193,155.9647364,1.72E-05,0.125827693,708.4084571,1
0.081512296,142.250048,1.72E-05,0.154004123,796.6466295,1
0.072523493,154.6412994,1.77E-05,0.134778633,710.8348371,1
0.08065788,143.6564877,1.67E-05,0.1237451,814.3368213,1
0.077213004,148.1031209,1.41E-05,0.153960896,747.2831568,1
0.077459544,147.98575,1.73E-05,0.126817701,774.7917652,1
0.070856222,156.7971198,1.79E-05,0.148940861,678.8016235,1
0.07665056,148.9034695,1.60E-05,0.149647801,744.7411577,1
0.082503077,140.8561083,1.83E-05,0.159621201,802.9251796,1
0.069913892,158.1995466,1.72E-05,0.134065248,681.4966742,1
0.076158203,149.6217498,1.65E-05,0.143675155,744.5132154,1
0.071509164,155.825009,1.63E-05,0.159293819,676.8927453,1
0.087937623,133.4688214,1.72E-05,0.15826731,866.6038626,1
0.072777506,154.3048496,1.98E-05,0.133616578,714.810089,1
0.085321974,137.0062215,1.79E-05,0.161170487,833.9084247,1
0.086616128,135.439162,2.03E-05,0.136955989,870.7926068,1
0.084752271,137.9821119,1.73E-05,0.13625475,850.012687,1
0.079965655,144.4377375,1.87E-05,0.143779741,788.1692107,1
0.076643149,148.8170812,2.03E-05,0.161646337,733.7482414,1
0.071260736,156.0697965,1.83E-05,0.170910174,663.4777555,1
0.089212761,131.6933392,1.76E-05,0.163193158,876.7783138,1
0.075030081,151.1330201,2.13E-05,0.146718294,728.7835712,1
0.084793794,137.6817834,1.85E-05,0.166575789,822.9252396,1
0.088174474,133.303877,1.80E-05,0.138681208,887.131042,1
0.079784066,144.5305347,1.98E-05,0.162982461,768.6255749,1
0.08054429,143.3857511,1.85E-05,0.17664701,764.9389266,1
0.086002208,136.048825,1.95E-05,0.165072988,838.1771972,1
0.073155591,153.5124381,1.80E-05,0.168155273,687.7558148,1
0.089505013,131.1782225,1.99E-05,0.177777384,866.8781652,1
0.094668693,124.2712555,1.91E-05,0.162546185,940.060084,1
0.083863678,138.8033613,2.35E-05,0.184560528,795.8876017,1
0.072784782,154.1905923,2.15E-05,0.146594535,703.0955569,1
0.079891116,144.4995172,2.09E-05,0.148716033,782.8251581,1
0.088269032,133.1153962,2.27E-05,0.146112948,881.4614752,1
0.075661326,150.152974,2.35E-05,0.161731505,722.3887836,1
0.076045901,149.6110983,1.88E-05,0.164013098,724.7337168,1
0.088270442,133.0065722,2.13E-05,0.159408431,869.3908701,1
0.086035565,135.9954633,2.37E-05,0.166061969,837.6614259,1
0.095979028,122.4756928,2.51E-05,0.164010333,953.785985,1
0.074134714,151.9342767,2.18E-05,0.198657387,671.2776325,1
0.092089196,127.7319883,2.46E-05,0.168863513,904.6762957,1
0.095156284,123.6367186,2.64E-05,0.158910633,948.9679976,1
0.093686606,125.6557451,2.57E-05,0.156632324,934.151247,1
0.092681006,126.9484519,2.15E-05,0.16611406,913.9762281,1
0.080703191,143.1230973,2.62E-05,0.182409945,761.5258122,1
0.083076362,140.0249083,2.56E-05,0.165935822,803.7721794,1
0.096667545,121.363041,2.62E-05,0.185819026,941.8715884,1
0.081292956,142.3338068,2.55E-05,0.180722369,769.8368998,1
0.095154225,123.3031359,2.66E-05,0.200745988,910.912194,1
0.087776634,133.6042703,2.80E-05,0.168678084,855.2896058,1
0.082979334,139.9821997,2.25E-05,0.187674586,782.8947262,1
0.095383159,123.0387097,2.51E-05,0.194872437,918.8824504,1
0.092556587,127.0209296,2.49E-05,0.1781647,901.5914209,1
0.096546192,121.6001711,2.47E-05,0.176873354,948.6095619,1
0.089285424,131.3793465,2.56E-05,0.189941487,853.2966091,1
0.099810743,117.1450901,2.94E-05,0.178238071,984.8815594,1
0.094707072,123.8852224,2.42E-05,0.204058259,902.762846,1
0.087872817,133.1781944,2.72E-05,0.205383753,823.0260453,1
0.077873377,147.006394,2.46E-05,0.178553934,732.5141386,1
0.096100701,121.9274373,2.87E-05,0.21159555,911.9248311,1
0.085201562,136.7823975,2.70E-05,0.209393106,788.6860316,1
0.085878861,136.1631597,2.39E-05,0.171736621,830.7019812,1
0.08400774,138.3983922,2.57E-05,0.210535095,773.9297645,1
0.085494919,136.6239071,2.52E-05,0.179437682,819.2891715,1
0.091037375,129.0667904,3.24E-05,0.180935417,881.6154537,1
0.096936919,121.0182607,3.22E-05,0.183092298,947.4457851,1
0.101530869,114.746724,2.99E-05,0.185292017,998.2346928,1
0.097882227,119.3911767,2.98E-05,0.225403892,919.8431389,1
0.080588684,143.1982033,3.13E-05,0.192455829,751.0773921,1
0.096144225,121.7118736,2.97E-05,0.231035806,894.7520016,1
0.10085959,115.5154415,3.17E-05,0.203338904,974.1148289,1
0.079622719,144.3669222,3.30E-05,0.210647053,723.4401102,1
0.092853463,126.229683,3.07E-05,0.22630749,861.2366249,1
0.096133268,121.9970219,3.20E-05,0.197427816,925.1788125,1
0.098858526,118.0954801,3.16E-05,0.221254746,934.8336552,1
0.083253274,139.310548,3.02E-05,0.224826993,752.2676227,1
0.103984719,111.2768213,3.02E-05,0.201387582,1011.799329,1
0.097626734,119.8671159,2.80E-05,0.209468674,931.3938529,1
0.103702014,111.5803919,3.42E-05,0.211496427,999.3609308,1
0.091018999,128.8066975,2.96E-05,0.216393499,849.1696799,1
0.102498595,113.407599,3.17E-05,0.187995398,1006.897125,1
0.085666221,136.1348216,3.25E-05,0.211261626,792.3267367,1
0.099203649,117.6007551,2.87E-05,0.22435156,935.9841509,1
0.097143499,120.4812439,3.62E-05,0.214904761,920.899154,1
0.085352538,136.3359688,3.02E-05,0.239353235,763.1844097,1
0.093784765,125.1823648,3.84E-05,0.198886469,896.86633,1
0.089513013,130.7512325,3.66E-05,0.229526529,819.9254101,1
0.094279076,124.1489676,3.71E-05,0.243718337,861.7901704,1
0.108327565,105.0604259,3.94E-05,0.239242203,1027.28929,1
0.087236181,133.8950451,3.32E-05,0.224015994,798.7721198,1
0.106655351,107.4299922,3.29E-05,0.227658249,1018.604903,1
0.107253512,106.466815,3.14E-05,0.246174873,1008.645021,1
0.092094191,127.3084535,4.07E-05,0.22069159,857.6172615,1
0.108365752,104.8825323,3.46E-05,0.254901106,1013.492726,1
0.11013872,102.4458109,3.82E-05,0.257778804,1031.249654,1
0.094289318,124.0269538,4.06E-05,0.257158944,849.6891189,1
0.111015391,101.6473218,3.61E-05,0.2086608,1085.976135,1
0.097557326,119.8784035,4.17E-05,0.219815768,921.1898521,1
0.102151459,113.3760217,4.07E-05,0.250694032,945.9094576,1
0.084091653,137.8093161,3.90E-05,0.26958998,721.2077415,1
0.090677779,128.8724123,3.33E-05,0.26599062,800.1604572,1
0.094136344,124.3737304,3.62E-05,0.239930341,863.5936805,1
0.11012637,102.8360565,4.09E-05,0.21133596,1073.32851,1
0.102780955,112.6565708,3.95E-05,0.233593864,968.6885551,1
0.110870133,101.525783,3.83E-05,0.248368947,1048.208673,1
0.09102003,128.7081276,4.22E-05,0.22847773,838.1958669,1
0.102578658,112.7708655,4.37E-05,0.253629078,948.1501432,1
0.111488944,100.8727527,4.14E-05,0.22481746,1076.72981,1
0.087992361,132.5138661,4.61E-05,0.267764949,767.689545,1
0.106438204,107.4613532,4.63E-05,0.260521871,986.2336599,1
0.099665602,116.7936584,4.46E-05,0.246517479,921.1415725,1
0.09927713,117.0121143,4.52E-05,0.285118582,881.5857605,1
0.099049771,117.4814889,3.83E-05,0.265236456,897.0478666,1
0.087940016,132.8551633,4.71E-05,0.23418116,797.6187612,1
0.110249839,102.4899802,3.72E-05,0.233472744,1054.622929,1
0.113888,97.59732147,3.77E-05,0.226003928,1103.218544,1
0.104789659,109.5509216,4.85E-05,0.279753221,949.8073367,1
0.115369349,95.2101824,4.28E-05,0.272087467,1078.346463,1
0.108140914,105.1953062,4.02E-05,0.254068296,1011.666231,1
0.10447287,110.1300698,4.16E-05,0.261359823,962.8884137,1
0.094246996,124.0139794,4.46E-05,0.265937772,841.2220491,1
0.094620379,123.5213843,3.86E-05,0.263985154,847.2876716,1
0.11619336,93.87509214,4.56E-05,0.298620637,1063.69403,1
0.098559662,118.0928464,4.52E-05,0.272181098,885.1027532,1
0.094127782,123.9504342,4.44E-05,0.294023983,814.3192601,1
0.101319068,114.625361,4.37E-05,0.236244171,949.4807755,1
0.0979812,118.8520022,4.73E-05,0.275702808,875.2541506,1
0.109600817,102.7954709,4.76E-05,0.305361664,981.8115111,1
0.097527125,119.5443058,4.27E-05,0.266479766,878.4209918,1
0.10091631,114.9275782,4.80E-05,0.26684673,917.0322132,1
0.107482571,106.2366721,5.34E-05,0.236016633,1020.511873,1
0.11046677,102.1389922,5.36E-05,0.240396926,1050.820948,1
0.096593041,120.4527014,4.96E-05,0.311649138,826.6244578,1
0.118413894,90.71051895,5.37E-05,0.316244611,1073.188186,1
0.106863874,106.5649231,5.57E-05,0.299940709,955.2896899,1
0.116875243,93.37519869,4.29E-05,0.2453456,1119.961334,1
0.109343402,103.1348424,5.31E-05,0.306736363,977.6038524,1
0.11394075,97.00975159,4.60E-05,0.290147642,1045.512212,1
0.103290809,111.714896,5.62E-05,0.264387096,946.553388,1
0.092956611,125.5459446,5.08E-05,0.293878702,800.9935142,1
0.105625206,108.6699925,4.52E-05,0.247850473,988.4110334,1
0.119589657,89.27186702,5.00E-05,0.296104343,1105.008111,1
0.102070192,113.3680784,5.89E-05,0.265440715,931.5695522,1
0.103246656,111.6082035,5.69E-05,0.28513141,927.1875611,1
0.112627894,98.67539614,5.45E-05,0.305267746,1016.680757,1
0.096475187,121.0963092,5.21E-05,0.25155863,879.8979428,1
0.115428805,95.12524608,4.94E-05,0.272584672,1078.577659,1
0.100106674,115.9535813,4.67E-05,0.276320265,899.1164476,1
0.120679927,87.66472014,5.16E-05,0.311393657,1103.636929,1
0.104336184,110.1197728,4.84E-05,0.285781981,939.1157994,1
0.09899115,117.0791557,5.84E-05,0.325198266,841.8635191,1
0.116645756,93.09322628,5.24E-05,0.319266663,1050.123356,1
0.095271546,122.5233766,5.65E-05,0.277859538,842.1570883,1
0.114261831,96.42187433,4.84E-05,0.308899938,1032.154187,1
0.119957283,88.3843328,5.69E-05,0.344243977,1065.46916,1
0.107909103,104.8271515,5.67E-05,0.339101064,931.6999979,1
0.099385371,116.8203607,4.98E-05,0.290640764,877.8093853,1
0.123957145,83.09648842,5.76E-05,0.324685916,1129.211269,1
0.095009725,122.9151456,5.52E-05,0.273463582,843.1448558,1
0.121579795,86.35045418,5.52E-05,0.322494018,1103.885994,1
0.11894274,90.16804694,5.08E-05,0.294174532,1099.328822,1
0.116171364,94.0058705,5.47E-05,0.286080129,1074.841737,1
0.104244065,110.3336947,5.80E-05,0.274773103,948.065348,1
0.114170689,96.38036828,5.35E-05,0.329492694,1012.38619,1
0.115500944,94.59423927,6.69E-05,0.326411012,1030.473566,1
