I,Ip,theta,theta_p,theta_pp,u_a
0.070228697,157.7568754,1.68E-05,0.135821296,683.5176634,1
0.070422571,157.4861823,1.69E-05,0.136662922,684.9803416,1
0.070616113,157.2159277,1.71E-05,0.137506345,686.4375645,1
0.070809322,156.9461109,1.73E-05,0.138351557,687.8893444,1
0.0710022,156.6767312,1.74E-05,0.139198551,689.3356935,1
0.071194747,156.4077879,1.76E-05,0.14004732,690.776624,1
0.071386964,156.1392803,1.78E-05,0.140897859,692.2121483,1
0.07157885,155.8712078,1.80E-05,0.14175016,693.6422784,1
0.071770407,155.6035696,1.81E-05,0.142604217,695.0670266,1
0.071961635,155.3363652,1.83E-05,0.143460023,696.486405,1
0.072152535,155.0695939,1.85E-05,0.144317571,697.9004256,1
0.072343107,154.8032549,1.87E-05,0.145176855,699.3091007,1
0.072533351,154.5373475,1.88E-05,0.146037869,700.7124423,1
0.072723269,154.2718713,1.90E-05,0.146900606,702.1104625,1
0.07291286,154.0068254,1.92E-05,0.147765059,703.5031732,1
0.073102126,153.7422091,1.94E-05,0.148631221,704.8905865,1
0.073291066,153.4780219,1.96E-05,0.149499087,706.2727144,1
0.073479682,153.2142631,1.98E-05,0.15036865,707.6495688,1
0.073667973,152.9509319,1.99E-05,0.151239903,709.0211617,1
0.073855941,152.6880278,2.01E-05,0.15211284,710.3875049,1
0.074043586,152.4255501,2.03E-05,0.152987454,711.7486105,1
0.074230908,152.1634981,2.05E-05,0.153863739,713.1044902,1
0.074417908,151.9018711,2.07E-05,0.154741689,714.4551559,1
0.074604587,151.6406685,2.09E-05,0.155621297,715.8006195,1
0.074790945,151.3798896,2.11E-05,0.156502557,717.1408926,1
0.074976982,151.1195338,2.13E-05,0.157385462,718.4759872,1
0.075162699,150.8596004,2.15E-05,0.158270005,719.805915,1
0.075348096,150.6000888,2.17E-05,0.159156182,721.1306877,1
0.075533175,150.3409983,2.19E-05,0.160043985,722.450317,1
0.075717935,150.0823282,2.21E-05,0.160933408,723.7648146,1
0.075902378,149.8240779,2.22E-05,0.161824444,725.0741923,1
0.076086503,149.5662468,2.24E-05,0.162717088,726.3784615,1
0.076270311,149.3088342,2.27E-05,0.163611333,727.677634,1
0.076453803,149.0518394,2.29E-05,0.164507173,728.9717214,1
0.076636979,148.7952618,2.31E-05,0.165404601,730.2607352,1
0.076819839,148.5391007,2.33E-05,0.166303612,731.5446871,1
0.077002385,148.2833556,2.35E-05,0.167204199,732.8235884,1
0.077184616,148.0280257,2.37E-05,0.168106356,734.0974508,1
0.077366534,147.7731104,2.39E-05,0.169010077,735.3662858,1
0.077548138,147.5186091,2.41E-05,0.169915355,736.6301048,1
0.07772943,147.2645211,2.43E-05,0.170822185,737.8889192,1
0.077910409,147.0108458,2.45E-05,0.17173056,739.1427406,1
0.078091077,146.7575826,2.47E-05,0.172640474,740.3915802,1
0.078271433,146.5047307,2.49E-05,0.173551921,741.6354495,1
0.078451479,146.2522896,2.51E-05,0.174464895,742.8743599,1
0.078631214,146.0002586,2.54E-05,0.17537939,744.1083227,1
0.07881064,145.7486371,2.56E-05,0.1762954,745.3373491,1
0.078989756,145.4974245,2.58E-05,0.177212918,746.5614505,1
0.079168563,145.24662,2.60E-05,0.178131939,747.7806383,1
0.079347063,144.9962232,2.62E-05,0.179052456,748.9949235,1
0.079525254,144.7462333,2.65E-05,0.179974464,750.2043175,1
0.079703139,144.4966497,2.67E-05,0.180897957,751.4088315,1
0.079880716,144.2474718,2.69E-05,0.181822928,752.6084766,1
0.080057988,143.9986989,2.71E-05,0.182749372,753.803264,1
0.080234953,143.7503304,2.73E-05,0.183677282,754.993205,1
0.080411613,143.5023658,2.76E-05,0.184606653,756.1783105,1
0.080587969,143.2548043,2.78E-05,0.185537479,757.3585917,1
0.08076402,143.0076454,2.80E-05,0.186469753,758.5340597,1
0.080939768,142.7608883,2.83E-05,0.187403471,759.7047255,1
0.081115212,142.5145326,2.85E-05,0.188338625,760.8706002,1
0.081290354,142.2685775,2.87E-05,0.18927521,762.0316948,1
0.081465193,142.0230224,2.90E-05,0.190213221,763.1880203,1
0.081639731,141.7778668,2.92E-05,0.191152651,764.3395877,1
0.081813967,141.5331099,2.94E-05,0.192093494,765.4864079,1
0.081987902,141.2887513,2.97E-05,0.193035746,766.6284918,1
0.082161538,141.0447902,2.99E-05,0.193979399,767.7658505,1
0.082334873,140.801226,3.01E-05,0.194924448,768.8984947,1
0.082507909,140.5580582,3.04E-05,0.195870887,770.0264353,1
0.082680646,140.315286,3.06E-05,0.196818711,771.1496832,1
0.082853084,140.0729089,3.09E-05,0.197767913,772.2682493,1
0.083025225,139.8309264,3.11E-05,0.198718489,773.3821443,1
0.083197069,139.5893376,3.14E-05,0.199670431,774.4913789,1
0.083368615,139.3481422,3.16E-05,0.200623736,775.5959641,1
0.083539865,139.1073393,3.18E-05,0.201578396,776.6959105,1
0.083710819,138.8669285,3.21E-05,0.202534406,777.7912289,1
0.083881478,138.6269091,3.23E-05,0.20349176,778.8819299,1
0.084051842,138.3872805,3.26E-05,0.204450453,779.9680243,1
0.084221911,138.1480421,3.28E-05,0.20541048,781.0495226,1
0.084391686,137.9091932,3.31E-05,0.206371833,782.1264357,1
0.084561168,137.6707334,3.34E-05,0.207334509,783.198774,1
0.084730356,137.4326619,3.36E-05,0.2082985,784.2665482,1
0.084899252,137.1949782,3.39E-05,0.209263803,785.3297688,1
0.085067856,136.9576817,3.41E-05,0.21023041,786.3884465,1
0.085236168,136.7207717,3.44E-05,0.211198316,787.4425918,1
0.085404189,136.4842477,3.46E-05,0.212167517,788.4922151,1
0.08557192,136.2481091,3.49E-05,0.213138005,789.537327,1
0.08573936,136.0123552,3.52E-05,0.214109777,790.577938,1
0.08590651,135.7769855,3.54E-05,0.215082825,791.6140586,1
0.086073371,135.5419993,3.57E-05,0.216057145,792.6456991,1
0.086239944,135.3073961,3.60E-05,0.217032732,793.67287,1
0.086406228,135.0731753,3.62E-05,0.218009579,794.6955817,1
0.086572224,134.8393363,3.65E-05,0.218987681,795.7138445,1
0.086737933,134.6058784,3.68E-05,0.219967033,796.7276689,1
0.086903355,134.3728011,3.70E-05,0.220947629,797.7370652,1
0.08706849,134.1401038,3.73E-05,0.221929464,798.7420437,1
0.087233339,133.9077859,3.76E-05,0.222912533,799.7426146,1
0.087397903,133.6758468,3.79E-05,0.223896829,800.7387884,1
0.087562182,133.444286,3.81E-05,0.224882348,801.7305752,1
0.087726176,133.2131027,3.84E-05,0.225869085,802.7179852,1
0.087889886,132.9822965,3.87E-05,0.226857033,803.7010288,1
0.088053313,132.7518668,3.90E-05,0.227846188,804.6797161,1
0.088216456,132.5218129,3.93E-05,0.228836543,805.6540572,1
0.088379317,132.2921343,3.95E-05,0.229828095,806.6240625,1
0.088541895,132.0628304,3.98E-05,0.230820837,807.5897418,1
0.088704191,131.8339006,4.01E-05,0.231814764,808.5511056,1
0.088866207,131.6053443,4.04E-05,0.232809871,809.5081637,1
0.089027941,131.377161,4.07E-05,0.233806152,810.4609263,1
0.089189395,131.14935,4.10E-05,0.234803603,811.4094035,1
0.089350568,130.9219108,4.13E-05,0.235802217,812.3536053,1
0.089511463,130.6948428,4.15E-05,0.236801991,813.2935417,1
0.089672078,130.4681455,4.18E-05,0.237802918,814.2292228,1
0.089832414,130.2418182,4.21E-05,0.238804993,815.1606585,1
0.089992473,130.0158603,4.24E-05,0.239808211,816.0878589,1
0.090152254,129.7902714,4.27E-05,0.240812567,817.0108337,1
0.090311757,129.5650507,4.30E-05,0.241818056,817.929593,1
0.090470984,129.3401979,4.33E-05,0.242824673,818.8441467,1
0.090629934,129.1157121,4.36E-05,0.243832411,819.7545047,1
0.090788608,128.891593,4.39E-05,0.244841267,820.6606769,1
0.090947008,128.6678399,4.42E-05,0.245851235,821.562673,1
0.091105132,128.4444522,4.45E-05,0.246862309,822.460503,1
0.091262981,128.2214295,4.48E-05,0.247874486,823.3541766,1
0.091420556,127.998771,4.51E-05,0.248887759,824.2437036,1
0.091577858,127.7764763,4.54E-05,0.249902124,825.1290939,1
0.091734887,127.5545448,4.57E-05,0.250917575,826.0103571,1
0.091891642,127.3329758,4.61E-05,0.251934107,826.8875031,1
0.092048126,127.1117689,4.64E-05,0.252951716,827.7605415,1
0.092204338,126.8909235,4.67E-05,0.253970397,828.629482,1
0.092360278,126.670439,4.70E-05,0.254990143,829.4943344,1
0.092515947,126.4503149,4.73E-05,0.256010951,830.3551082,1
0.092671346,126.2305505,4.76E-05,0.257032815,831.2118131,1
0.092826474,126.0111454,4.79E-05,0.25805573,832.0644588,1
0.092981333,125.7920989,4.83E-05,0.259079692,832.9130549,1
0.093135923,125.5734106,4.86E-05,0.260104695,833.7576108,1
0.093290244,125.3550798,4.89E-05,0.261130734,834.5981364,1
0.093444297,125.1371059,4.92E-05,0.262157805,835.4346409,1
0.093598081,124.9194885,4.95E-05,0.263185902,836.2671341,1
0.093751599,124.702227,4.99E-05,0.26421502,837.0956254,1
0.093904849,124.4853208,5.02E-05,0.265245155,837.9201242,1
0.094057833,124.2687693,5.05E-05,0.266276302,838.7406402,1
0.09421055,124.0525721,5.08E-05,0.267308456,839.5571827,1
0.094363002,123.8367285,5.12E-05,0.268341611,840.3697612,1
